"BOROUGH","Year","Geo.Place.Name","Name","Measure","Measure.Info","Data_Value","Pollutant_Change","Pollutant_Rate_Change","Stations","Total_Level2","Total_DCFC","Public_Pct","Avg_Level2_Per_Station","Avg_DCFC_Per_Station","EV_Growth_Rate","EV_Station_Density","Chargers_Per_Station","Level2_to_DCFC_Ratio","Time_Since_EV_Adoption"
"MANHATTAN",2016,"Central Harlem (CD10)","Fine particles (PM 2.5)","Mean","mcg/m3",8.2,-0.800000000000001,-0.088888888888889,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Gramercy Park - Murray Hill","Nitrogen dioxide (NO2)","Mean","ppb",34.7,11.9,0.521929824561404,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.3,0.100000000000001,0.0121951219512197,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Chelsea - Clinton","Nitrogen dioxide (NO2)","Mean","ppb",32.9,-1.8,-0.0518731988472624,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"Staten Island","Fine particles (PM 2.5)","Mean","mcg/m3",7.1,-0.9,-0.1125,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",29.7,-3.2,-0.0972644376899696,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"St. George and Stapleton (CD1)","Fine particles (PM 2.5)","Mean","mcg/m3",7.2,0.100000000000001,0.0140845070422536,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",26.5,10.6,0.666666666666667,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Staten Island","Nitrogen dioxide (NO2)","Mean","ppb",18.7,7.3,0.640350877192982,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"East Harlem","Nitrogen dioxide (NO2)","Mean","ppb",28.1,-1.6,-0.0538720538720538,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"St. George and Stapleton (CD1)","Nitrogen dioxide (NO2)","Mean","ppb",21.2,2.5,0.133689839572193,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Chelsea - Clinton","Fine particles (PM 2.5)","Mean","mcg/m3",10.1,1.8,0.216867469879518,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",28.5,0.399999999999999,0.0142348754448398,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Lower Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",9.1,-1,-0.099009900990099,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem (CD10)","Nitrogen dioxide (NO2)","Mean","ppb",28.7,0.199999999999999,0.0070175438596491,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem (CD10)","Nitrogen dioxide (NO2)","Mean","ppb",18.2,-10.5,-0.365853658536585,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.7,-0.4,-0.043956043956044,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Fort Greene and Brooklyn Heights (CD2)","Nitrogen dioxide (NO2)","Mean","ppb",17.8,-8.7,-0.328301886792453,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Clinton and Chelsea (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",31.2,13,0.714285714285714,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Clinton and Chelsea (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",23,-8.2,-0.262820512820513,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Clinton and Chelsea (CD4)","Ozone (O3)","Mean","ppb",29.8,-1.6,-0.0509554140127388,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Gramercy Park - Murray Hill","Fine particles (PM 2.5)","Mean","mcg/m3",10.5,1.8,0.206896551724138,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,-0.300000000000001,-0.0357142857142858,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",24.9,7.1,0.398876404494382,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",8,-0.0999999999999996,-0.0123456790123456,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem (CD11)","Fine particles (PM 2.5)","Mean","mcg/m3",8.4,-2.1,-0.2,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Brooklyn","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,-0.0999999999999996,-0.0125,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem","Fine particles (PM 2.5)","Mean","mcg/m3",8.5,0.0999999999999996,0.0119047619047619,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,0,0,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bushwick (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",8.4,0.5,0.0632911392405063,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.3,-0.0999999999999996,-0.0119047619047619,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bushwick (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",14.8,-10.1,-0.405622489959839,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bushwick (CD4)","Ozone (O3)","Mean","ppb",33.5,-0.799999999999997,-0.0233236151603498,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bushwick (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,-0.200000000000001,-0.0240963855421688,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",18.1,-4.9,-0.21304347826087,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Chelsea - Clinton","Fine particles (PM 2.5)","Mean","mcg/m3",10.8,2.3,0.270588235294118,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York and Starrett City (CD5)","Fine particles (PM 2.5)","Mean","mcg/m3",8.2,0.0999999999999996,0.0123456790123456,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Fort Greene and Brooklyn Heights (CD2)","Fine particles (PM 2.5)","Mean","mcg/m3",9.1,0.9,0.109756097560976,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem","Nitrogen dioxide (NO2)","Mean","ppb",28.1,10,0.552486187845304,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Lower Manhattan","Ozone (O3)","Mean","ppb",29.7,-0.100000000000001,-0.00335570469798662,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",28.5,0.399999999999999,0.0142348754448398,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Ozone (O3)","Mean","ppb",33,-0.5,-0.0149253731343284,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem","Ozone (O3)","Mean","ppb",31.6,1.9,0.063973063973064,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Fort Greene and Brooklyn Heights (CD2)","Ozone (O3)","Mean","ppb",31.6,-1.4,-0.0424242424242424,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bushwick (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",25.9,11.1,0.75,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Tottenville and Great Kills (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",17.5,-3.7,-0.174528301886792,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Ozone (O3)","Mean","ppb",31.4,-0.200000000000003,-0.00632911392405072,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Clinton and Chelsea (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,-1.3,-0.12037037037037,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"Tottenville and Great Kills (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",6.9,-0.3,-0.0416666666666666,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.3,-1.2,-0.126315789473684,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Fine particles (PM 2.5)","Mean","mcg/m3",8.6,-0.5,-0.0549450549450549,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Lower Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",30.2,1.7,0.0596491228070175,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Fine particles (PM 2.5)","Mean","mcg/m3",8.6,0,0,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Gramercy Park - Murray Hill","Ozone (O3)","Mean","ppb",27.5,-3.9,-0.124203821656051,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,-0.5,-0.0581395348837209,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem","Fine particles (PM 2.5)","Mean","mcg/m3",8.9,0.6,0.072289156626506,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",26.2,0.300000000000001,0.0115830115830116,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Nitrogen dioxide (NO2)","Mean","ppb",26.6,0.400000000000002,0.0152671755725192,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant (CD3)","Ozone (O3)","Mean","ppb",32.6,1,0.0316455696202532,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,-0.199999999999999,-0.0246913580246913,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"South Beach - Tottenville","Fine particles (PM 2.5)","Mean","mcg/m3",6.9,0,0,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"East New York and Starrett City (CD5)","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,0.199999999999999,0.0253164556962024,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Brooklyn","Nitrogen dioxide (NO2)","Mean","ppb",24.7,-1.9,-0.0714285714285715,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",18.1,-12.1,-0.400662251655629,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"East Harlem (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",28,9.9,0.546961325966851,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York and Starrett City (CD5)","Nitrogen dioxide (NO2)","Mean","ppb",24.6,-0.0999999999999979,-0.00404858299595133,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Ozone (O3)","Mean","ppb",33,0.399999999999999,0.0122699386503067,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Clinton and Chelsea (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",10.2,1.3,0.146067415730337,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York and Starrett City (CD5)","Nitrogen dioxide (NO2)","Mean","ppb",12.6,-12,-0.487804878048781,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"BROOKLYN",2016,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",13.1,0.5,0.0396825396825397,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Staten Island","Nitrogen dioxide (NO2)","Mean","ppb",9.2,-8.3,-0.474285714285714,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Chelsea-Village","Nitrogen dioxide (NO2)","Mean","ppb",32,4,0.142857142857143,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",24.9,11.8,0.900763358778626,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Upper East Side-Gramercy","Nitrogen dioxide (NO2)","Mean","ppb",32.3,0.299999999999997,0.00937499999999991,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Chelsea-Village","Fine particles (PM 2.5)","Mean","mcg/m3",9.7,-0.5,-0.0490196078431373,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Upper East Side-Gramercy","Fine particles (PM 2.5)","Mean","mcg/m3",9.8,0.100000000000001,0.0103092783505156,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",15.4,-9.5,-0.381526104417671,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Stapleton - St. George","Fine particles (PM 2.5)","Mean","mcg/m3",7.8,0.899999999999999,0.130434782608696,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,-0.300000000000001,-0.0306122448979593,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Nitrogen dioxide (NO2)","Mean","ppb",15.9,0.5,0.0324675324675325,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"St. George and Stapleton (CD1)","Nitrogen dioxide (NO2)","Mean","ppb",13.1,3.9,0.423913043478261,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",26.2,10.3,0.647798742138365,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Chelsea - Clinton","Ozone (O3)","Mean","ppb",28.8,1.3,0.0472727272727273,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"Staten Island","Fine particles (PM 2.5)","Mean","mcg/m3",7.8,0,0,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"STATEN ISLAND",2016,"St. George and Stapleton (CD1)","Ozone (O3)","Mean","ppb",33.4,-1.7,-0.0484330484330485,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Nitrogen dioxide (NO2)","Mean","ppb",26.6,0.400000000000002,0.0152671755725192,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Central Harlem - Morningside Heights","Ozone (O3)","Mean","ppb",31.4,2.6,0.0902777777777777,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"East New York and Starrett City (CD5)","Ozone (O3)","Mean","ppb",34.6,1.6,0.0484848484848485,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Stapleton - St. George","Nitrogen dioxide (NO2)","Mean","ppb",19.9,6.8,0.519083969465649,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"STATEN ISLAND",2016,"South Beach - Tottenville","Ozone (O3)","Mean","ppb",36.2,2.8,0.0838323353293415,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Gramercy Park - Murray Hill","Fine particles (PM 2.5)","Mean","mcg/m3",11.2,1.7,0.178947368421053,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Brooklyn","Fine particles (PM 2.5)","Mean","mcg/m3",8.3,0.200000000000001,0.0246913580246915,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"East Harlem","Fine particles (PM 2.5)","Mean","mcg/m3",8.5,-2.7,-0.241071428571429,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Fort Greene and Brooklyn Heights (CD2)","Fine particles (PM 2.5)","Mean","mcg/m3",8.5,0.199999999999999,0.0240963855421686,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Union Square-Lower Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",8.8,0.300000000000001,0.0352941176470589,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Central Harlem (CD10)","Fine particles (PM 2.5)","Mean","mcg/m3",8.6,-0.200000000000001,-0.0227272727272728,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"South Beach - Tottenville","Nitrogen dioxide (NO2)","Mean","ppb",17.5,-2.4,-0.120603015075377,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Ozone (O3)","Mean","ppb",33,-1.6,-0.046242774566474,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Stapleton - St. George","Fine particles (PM 2.5)","Mean","mcg/m3",7.1,-0.7,-0.0897435897435898,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Fort Greene and Brooklyn Heights (CD2)","Nitrogen dioxide (NO2)","Mean","ppb",26.7,0.0999999999999979,0.00375939849624052,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"South Beach - Tottenville","Fine particles (PM 2.5)","Mean","mcg/m3",7.5,0.4,0.0563380281690141,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"STATEN ISLAND",2016,"South Beach - Tottenville","Nitrogen dioxide (NO2)","Mean","ppb",6.7,-10.8,-0.617142857142857,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"STATEN ISLAND",2016,"Stapleton - St. George","Ozone (O3)","Mean","ppb",34.2,-2,-0.0552486187845304,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"STATEN ISLAND",2016,"Stapleton - St. George","Nitrogen dioxide (NO2)","Mean","ppb",10.9,4.2,0.626865671641791,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"East Harlem","Nitrogen dioxide (NO2)","Mean","ppb",17.8,-14.5,-0.448916408668731,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Gramercy Park - Murray Hill","Nitrogen dioxide (NO2)","Mean","ppb",26.9,9.1,0.51123595505618,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",15.4,-11.3,-0.423220973782772,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"MANHATTAN",2016,"Chelsea-Village","Nitrogen dioxide (NO2)","Mean","ppb",24,-2.9,-0.107806691449814,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Upper East Side-Gramercy","Fine particles (PM 2.5)","Mean","mcg/m3",10.4,1.8,0.209302325581395,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Chelsea-Village","Fine particles (PM 2.5)","Mean","mcg/m3",10.4,0,0,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Union Square-Lower Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,-0.9,-0.0865384615384616,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"STATEN ISLAND",2016,"Tottenville and Great Kills (CD3)","Ozone (O3)","Mean","ppb",36.2,2,0.0584795321637427,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Upper East Side-Gramercy","Nitrogen dioxide (NO2)","Mean","ppb",23.7,-0.300000000000001,-0.0125,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Upper East Side-Gramercy","Ozone (O3)","Mean","ppb",28.9,-2.5,-0.0796178343949045,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Chelsea-Village","Ozone (O3)","Mean","ppb",29.2,0.300000000000001,0.0103806228373703,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"East Harlem","Ozone (O3)","Mean","ppb",31.6,2.4,0.0821917808219179,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Union Square-Lower Manhattan","Ozone (O3)","Mean","ppb",30,-1.6,-0.0506329113924051,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"BROOKLYN",2016,"Williamsburg - Bushwick","Ozone (O3)","Mean","ppb",33,0,0,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Tottenville and Great Kills (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",7.5,0,0,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"BROOKLYN",2016,"Bedford Stuyvesant (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",16,0.6,0.0389610389610389,4,12,0,1,3,NA,-0.2,0.0579710144927536,3,NA,2
"STATEN ISLAND",2016,"Tottenville and Great Kills (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",6.6,-4.3,-0.394495412844037,2,6,0,1,3,NA,1,0.0344827586206897,3,NA,2
"MANHATTAN",2016,"Union Square-Lower Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",29.4,5.7,0.240506329113924,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2016,"Union Square-Lower Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",21.2,-8.2,-0.27891156462585,78,232,0,1,2.97435897435897,NA,0.444444444444444,3.54545454545455,2.97435897435897,NA,2
"MANHATTAN",2017,"Gramercy Park - Murray Hill","Fine particles (PM 2.5)","Mean","mcg/m3",10.3,0.800000000000001,0.0842105263157896,60,175,0,1,2.91666666666667,NA,-0.230769230769231,2.72727272727273,2.91666666666667,NA,3
"MANHATTAN",2017,"Gramercy Park - Murray Hill","Nitrogen dioxide (NO2)","Mean","ppb",30.3,9.1,0.429245283018868,60,175,0,1,2.91666666666667,NA,-0.230769230769231,2.72727272727273,2.91666666666667,NA,3
"BROOKLYN",2017,"Williamsburg - Bushwick","Fine particles (PM 2.5)","Mean","mcg/m3",8.2,-0.300000000000001,-0.0352941176470589,16,60,0,1,3.75,NA,3,0.231884057971014,3.75,NA,3
"BROOKLYN",2017,"Brooklyn","Nitrogen dioxide (NO2)","Mean","ppb",18.5,2.5,0.15625,16,60,0,1,3.75,NA,3,0.231884057971014,3.75,NA,3
"MANHATTAN",2017,"Central Harlem (CD10)","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,-2.4,-0.233009708737864,60,175,0,1,2.91666666666667,NA,-0.230769230769231,2.72727272727273,2.91666666666667,NA,3
"BROOKLYN",2017,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",7.5,-0.699999999999999,-0.0853658536585365,16,60,0,1,3.75,NA,3,0.231884057971014,3.75,NA,3
