BOROUGH,Year,Geo Place Name,Name,Measure,Measure Info,Data_Value,Pollutant_Change,Pollutant_Rate_Change,Stations,Total_Level2,Total_DCFC,Public_Pct,Avg_Level2_Per_Station,Avg_DCFC_Per_Station,EV_Growth_Rate,EV_Station_Density,Chargers_Per_Station,Level2_to_DCFC_Ratio,Time_Since_EV_Adoption
BRONX,2016,Kingsbridge Heights and Bedford (CD7),Ozone (O3),Mean,ppb,32.5,0.20000000000000284,0.006191950464396374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Fordham - Bronx Pk,Fine particles (PM 2.5),Mean,mcg/m3,8.1,-0.20000000000000107,-0.0240963855421688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Northeast Bronx,Nitrogen dioxide (NO2),Mean,ppb,26.4,-1.1000000000000014,-0.04000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),Mean,ppb,24.3,-2.099999999999998,-0.07954545454545447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,South Bronx,Nitrogen dioxide (NO2),Mean,ppb,27.5,3.1999999999999993,0.13168724279835387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Southeast Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.7,-1.2000000000000002,-0.13483146067415733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Morris Park and Bronxdale (CD11),Fine particles (PM 2.5),Mean,mcg/m3,8.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Northeast Bronx,Fine particles (PM 2.5),Mean,mcg/m3,8.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Queens Village (CD13),Fine particles (PM 2.5),Mean,mcg/m3,7.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Queens,Fine particles (PM 2.5),Mean,mcg/m3,8,0.2999999999999998,0.03896103896103894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Fine particles (PM 2.5),Mean,mcg/m3,8.6,-0.5,-0.054945054945054944,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,South Bronx,Fine particles (PM 2.5),Mean,mcg/m3,8.7,0.5999999999999996,0.07407407407407403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Lower Manhattan,Nitrogen dioxide (NO2),Mean,ppb,30.2,1.6999999999999993,0.05964912280701752,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Fine particles (PM 2.5),Mean,mcg/m3,8.6,0,0,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
MANHATTAN,2016,Gramercy Park - Murray Hill,Ozone (O3),Mean,ppb,27.5,-3.8999999999999986,-0.12420382165605091,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,East New York,Fine particles (PM 2.5),Mean,mcg/m3,8.1,-0.5,-0.05813953488372093,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,Fordham - Bronx Pk,Fine particles (PM 2.5),Mean,mcg/m3,8.1,-0.5999999999999996,-0.06896551724137928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,East Harlem,Fine particles (PM 2.5),Mean,mcg/m3,8.9,0.5999999999999996,0.07228915662650598,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),Mean,ppb,26.2,0.3000000000000007,0.011583011583011612,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Nitrogen dioxide (NO2),Mean,ppb,26.6,0.40000000000000213,0.015267175572519165,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Southwest Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.6,-0.40000000000000036,-0.050000000000000044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Bedford Stuyvesant (CD3),Ozone (O3),Mean,ppb,32.6,1,0.03164556962025316,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,Fordham - Bronx Pk,Nitrogen dioxide (NO2),Mean,ppb,14.8,-12.7,-0.4618181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),Mean,mcg/m3,7.9,-0.1999999999999993,-0.02469135802469127,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,South Bronx,Nitrogen dioxide (NO2),Mean,ppb,16.4,1.5999999999999979,0.10810810810810796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
STATEN ISLAND,2016,South Beach - Tottenville,Fine particles (PM 2.5),Mean,mcg/m3,6.9,0,0,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,Southeast Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.7,0.10000000000000053,0.013157894736842176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Kingsbridge Heights and Bedford (CD7),Fine particles (PM 2.5),Mean,mcg/m3,8.3,0.20000000000000107,0.024691358024691492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica,Fine particles (PM 2.5),Mean,mcg/m3,7.9,0.20000000000000018,0.025974025974025997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Kingsbridge - Riverdale,Fine particles (PM 2.5),Mean,mcg/m3,7.9,-0.40000000000000036,-0.04819277108433739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,East New York and Starrett City (CD5),Fine particles (PM 2.5),Mean,mcg/m3,8.1,0.1999999999999993,0.02531645569620244,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BROOKLYN,2016,Brooklyn,Nitrogen dioxide (NO2),Mean,ppb,24.7,-1.9000000000000021,-0.07142857142857151,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,Kingsbridge Heights and Bedford (CD7),Nitrogen dioxide (NO2),Mean,ppb,27.3,10.900000000000002,0.6646341463414636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Northeast Bronx,Nitrogen dioxide (NO2),Mean,ppb,14.6,-12.700000000000001,-0.4652014652014652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),Mean,ppb,18.1,-12.099999999999998,-0.4006622516556291,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BRONX,2016,Northeast Bronx,Ozone (O3),Mean,ppb,33.2,0.7000000000000028,0.021538461538461624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Morris Park and Bronxdale (CD11),Nitrogen dioxide (NO2),Mean,ppb,26.5,11.9,0.815068493150685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,East Harlem (CD11),Nitrogen dioxide (NO2),Mean,ppb,28,9.899999999999999,0.5469613259668507,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,East New York and Starrett City (CD5),Nitrogen dioxide (NO2),Mean,ppb,24.6,-0.09999999999999787,-0.004048582995951331,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Southwest Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.7,-0.20000000000000018,-0.025316455696202552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica,Nitrogen dioxide (NO2),Mean,ppb,24.8,-0.6999999999999993,-0.027450980392156835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Queens Village (CD13),Nitrogen dioxide (NO2),Mean,ppb,24.1,-0.6999999999999993,-0.028225806451612875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Ozone (O3),Mean,ppb,33,0.3999999999999986,0.012269938650306704,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Flushing - Clearview,Ozone (O3),Mean,ppb,33.5,-0.8999999999999986,-0.02616279069767438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Flushing - Clearview,Fine particles (PM 2.5),Mean,mcg/m3,7.8,0.09999999999999964,0.012987012987012941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Clinton and Chelsea (CD4),Fine particles (PM 2.5),Mean,mcg/m3,10.2,1.299999999999999,0.14606741573033696,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BRONX,2016,High Bridge - Morrisania,Nitrogen dioxide (NO2),Mean,ppb,17.1,-9.399999999999999,-0.3547169811320754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Southwest Queens,Ozone (O3),Mean,ppb,34.3,0.7999999999999972,0.023880597014925287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,East New York and Starrett City (CD5),Nitrogen dioxide (NO2),Mean,ppb,12.6,-12.000000000000002,-0.48780487804878053,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,Northeast Bronx,Nitrogen dioxide (NO2),Mean,ppb,14.6,-2.5000000000000018,-0.14619883040935683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,East New York,Nitrogen dioxide (NO2),Mean,ppb,13.1,0.5,0.03968253968253968,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
STATEN ISLAND,2016,Staten Island,Nitrogen dioxide (NO2),Mean,ppb,9.2,-8.3,-0.4742857142857143,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,Flushing and Whitestone (CD7),Nitrogen dioxide (NO2),Mean,ppb,14,-10.100000000000001,-0.4190871369294606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,South Bronx,Fine particles (PM 2.5),Mean,mcg/m3,8.9,1,0.12658227848101264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Chelsea-Village,Nitrogen dioxide (NO2),Mean,ppb,32,4,0.14285714285714285,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,East New York,Nitrogen dioxide (NO2),Mean,ppb,24.9,11.799999999999999,0.9007633587786259,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
MANHATTAN,2016,Upper East Side-Gramercy,Nitrogen dioxide (NO2),Mean,ppb,32.3,0.29999999999999716,0.009374999999999911,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Chelsea-Village,Fine particles (PM 2.5),Mean,mcg/m3,9.7,-0.5,-0.04901960784313726,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Upper East Side-Gramercy,Fine particles (PM 2.5),Mean,mcg/m3,9.8,0.10000000000000142,0.010309278350515611,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),Mean,ppb,15.4,-9.499999999999998,-0.38152610441767065,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
BRONX,2016,Fordham - Bronx Pk,Nitrogen dioxide (NO2),Mean,ppb,14.8,0.20000000000000107,0.013698630136986375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
STATEN ISLAND,2016,Stapleton - St. George,Fine particles (PM 2.5),Mean,mcg/m3,7.8,0.8999999999999995,0.13043478260869557,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
BRONX,2016,High Bridge - Morrisania,Fine particles (PM 2.5),Mean,mcg/m3,8.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Manhattan,Fine particles (PM 2.5),Mean,mcg/m3,9.5,-0.3000000000000007,-0.030612244897959252,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Nitrogen dioxide (NO2),Mean,ppb,15.9,0.5,0.032467532467532464,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
STATEN ISLAND,2016,St. George and Stapleton (CD1),Nitrogen dioxide (NO2),Mean,ppb,13.1,3.9000000000000004,0.4239130434782609,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),Mean,ppb,26.2,10.299999999999999,0.6477987421383647,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
MANHATTAN,2016,Chelsea - Clinton,Ozone (O3),Mean,ppb,28.8,1.3000000000000007,0.0472727272727273,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
STATEN ISLAND,2016,Staten Island,Fine particles (PM 2.5),Mean,mcg/m3,7.8,0,0,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
STATEN ISLAND,2016,St. George and Stapleton (CD1),Ozone (O3),Mean,ppb,33.4,-1.7000000000000028,-0.04843304843304851,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Nitrogen dioxide (NO2),Mean,ppb,26.6,0.40000000000000213,0.015267175572519165,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
MANHATTAN,2016,Central Harlem - Morningside Heights,Ozone (O3),Mean,ppb,31.4,2.599999999999998,0.0902777777777777,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
QUEENS,2016,Flushing - Clearview,Ozone (O3),Mean,ppb,33.4,-0.8999999999999986,-0.026239067055393545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Fordham - Bronx Pk,Ozone (O3),Mean,ppb,32.8,-0.4000000000000057,-0.012048192771084508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Queens,Ozone (O3),Mean,ppb,34,0.6000000000000014,0.01796407185628747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Long Island City and Astoria (CD1),Ozone (O3),Mean,ppb,33.4,-0.6000000000000014,-0.017647058823529453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Fordham and University Heights (CD5),Nitrogen dioxide (NO2),Mean,ppb,17.7,2.8999999999999986,0.19594594594594583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,East New York and Starrett City (CD5),Ozone (O3),Mean,ppb,34.6,1.6000000000000014,0.048484848484848526,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
STATEN ISLAND,2016,Stapleton - St. George,Nitrogen dioxide (NO2),Mean,ppb,19.9,6.799999999999999,0.5190839694656488,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
STATEN ISLAND,2016,South Beach - Tottenville,Ozone (O3),Mean,ppb,36.2,2.8000000000000043,0.08383233532934145,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,Flushing and Whitestone (CD7),Ozone (O3),Mean,ppb,33.5,0.10000000000000142,0.002994011976047947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Kingsbridge Heights and Bedford (CD7),Nitrogen dioxide (NO2),Mean,ppb,16,-1.6999999999999993,-0.09604519774011296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Gramercy Park - Murray Hill,Fine particles (PM 2.5),Mean,mcg/m3,11.2,1.6999999999999993,0.17894736842105255,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BRONX,2016,Bronx,Fine particles (PM 2.5),Mean,mcg/m3,8.3,-0.5999999999999996,-0.06741573033707861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Brooklyn,Fine particles (PM 2.5),Mean,mcg/m3,8.3,0.20000000000000107,0.024691358024691492,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Jamaica and Hollis (CD12),Fine particles (PM 2.5),Mean,mcg/m3,7.6,-0.20000000000000018,-0.025641025641025664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica and Hollis (CD12),Ozone (O3),Mean,ppb,34,0.5,0.014925373134328358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,East Harlem,Fine particles (PM 2.5),Mean,mcg/m3,8.5,-2.6999999999999993,-0.24107142857142852,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
QUEENS,2016,Flushing - Clearview,Fine particles (PM 2.5),Mean,mcg/m3,8,0.40000000000000036,0.052631578947368474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Fort Greene and Brooklyn Heights (CD2),Fine particles (PM 2.5),Mean,mcg/m3,8.5,0.1999999999999993,0.024096385542168586,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
MANHATTAN,2016,Union Square-Lower Manhattan,Fine particles (PM 2.5),Mean,mcg/m3,8.8,0.3000000000000007,0.035294117647058906,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Central Harlem (CD10),Fine particles (PM 2.5),Mean,mcg/m3,8.6,-0.20000000000000107,-0.022727272727272846,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
STATEN ISLAND,2016,South Beach - Tottenville,Nitrogen dioxide (NO2),Mean,ppb,17.5,-2.3999999999999986,-0.12060301507537682,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Ozone (O3),Mean,ppb,33,-1.6000000000000014,-0.04624277456647403,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
STATEN ISLAND,2016,Stapleton - St. George,Fine particles (PM 2.5),Mean,mcg/m3,7.1,-0.7000000000000002,-0.08974358974358977,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,West Queens,Ozone (O3),Mean,ppb,33.1,-0.8999999999999986,-0.026470588235294076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BROOKLYN,2016,Fort Greene and Brooklyn Heights (CD2),Nitrogen dioxide (NO2),Mean,ppb,26.7,0.09999999999999787,0.003759398496240521,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Southeast Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.1,-0.9000000000000004,-0.11250000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Long Island City and Astoria (CD1),Nitrogen dioxide (NO2),Mean,ppb,15.2,1.1999999999999993,0.08571428571428566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Long Island City - Astoria,Ozone (O3),Mean,ppb,33.2,0.10000000000000142,0.0030211480362538194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Long Island City - Astoria,Nitrogen dioxide (NO2),Mean,ppb,16,0.8000000000000007,0.052631578947368474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Fordham and University Heights (CD5),Fine particles (PM 2.5),Mean,mcg/m3,9,0.6999999999999993,0.08433734939759027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Flushing and Whitestone (CD7),Nitrogen dioxide (NO2),Mean,ppb,25.4,9.399999999999999,0.5874999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
STATEN ISLAND,2016,South Beach - Tottenville,Fine particles (PM 2.5),Mean,mcg/m3,7.5,0.40000000000000036,0.056338028169014134,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
BRONX,2016,Kingsbridge Heights and Bedford (CD7),Fine particles (PM 2.5),Mean,mcg/m3,8.3,-0.6999999999999993,-0.0777777777777777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Flushing and Whitestone (CD7),Fine particles (PM 2.5),Mean,mcg/m3,7.9,0.8000000000000007,0.11267605633802827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
STATEN ISLAND,2016,South Beach - Tottenville,Nitrogen dioxide (NO2),Mean,ppb,6.7,-10.8,-0.6171428571428572,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
STATEN ISLAND,2016,Stapleton - St. George,Ozone (O3),Mean,ppb,34.2,-2,-0.055248618784530384,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
STATEN ISLAND,2016,Stapleton - St. George,Nitrogen dioxide (NO2),Mean,ppb,10.9,4.2,0.6268656716417911,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,West Queens,Nitrogen dioxide (NO2),Mean,ppb,15.6,-9.799999999999999,-0.3858267716535433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,West Queens,Fine particles (PM 2.5),Mean,mcg/m3,8.5,0.5999999999999996,0.07594936708860754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Long Island City and Astoria (CD1),Fine particles (PM 2.5),Mean,mcg/m3,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,East Harlem,Nitrogen dioxide (NO2),Mean,ppb,17.8,-14.499999999999996,-0.44891640866873056,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
QUEENS,2016,Flushing - Clearview,Nitrogen dioxide (NO2),Mean,ppb,14.1,-1.5,-0.09615384615384616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),Mean,ppb,26.9,9.099999999999998,0.5112359550561796,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),Mean,ppb,15.4,-11.299999999999999,-0.4232209737827715,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Jamaica,Nitrogen dioxide (NO2),Mean,ppb,13.1,-1,-0.07092198581560284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Southwest Queens,Nitrogen dioxide (NO2),Mean,ppb,12.8,-0.29999999999999893,-0.022900763358778546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,West Queens,Fine particles (PM 2.5),Mean,mcg/m3,8.7,0.1999999999999993,0.0235294117647058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Chelsea-Village,Nitrogen dioxide (NO2),Mean,ppb,24,-2.8999999999999986,-0.10780669144981408,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Upper East Side-Gramercy,Fine particles (PM 2.5),Mean,mcg/m3,10.4,1.8000000000000007,0.20930232558139544,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Chelsea-Village,Fine particles (PM 2.5),Mean,mcg/m3,10.4,0,0,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Union Square-Lower Manhattan,Fine particles (PM 2.5),Mean,mcg/m3,9.5,-0.9000000000000004,-0.08653846153846156,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BRONX,2016,Bronx,Ozone (O3),Mean,ppb,33.1,0.30000000000000426,0.009146341463414765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica,Ozone (O3),Mean,ppb,33.9,0.6999999999999957,0.02108433734939746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
BRONX,2016,Morrisania and Crotona (CD3),Ozone (O3),Mean,ppb,32.6,-0.5,-0.015105740181268881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
STATEN ISLAND,2016,Tottenville and Great Kills (CD3),Ozone (O3),Mean,ppb,36.2,2,0.05847953216374269,2,6,0,1,3,NA,1,0.034482758620689655,3,NA,2
QUEENS,2016,Long Island City - Astoria,Fine particles (PM 2.5),Mean,mcg/m3,9.2,0.5,0.0574712643678161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica,Nitrogen dioxide (NO2),Mean,ppb,24.8,12,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
QUEENS,2016,Jamaica,Fine particles (PM 2.5),Mean,mcg/m3,7.6,-1.5999999999999996,-0.17391304347826084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Upper East Side-Gramercy,Nitrogen dioxide (NO2),Mean,ppb,23.7,-0.3000000000000007,-0.01250000000000003,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Upper East Side-Gramercy,Ozone (O3),Mean,ppb,28.9,-2.5,-0.07961783439490447,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BRONX,2016,Fordham - Bronx Pk,Ozone (O3),Mean,ppb,32.8,0.19999999999999574,0.006134969325153243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MANHATTAN,2016,Chelsea-Village,Ozone (O3),Mean,ppb,29.2,0.3000000000000007,0.010380622837370268,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,East Harlem,Ozone (O3),Mean,ppb,31.6,2.400000000000002,0.08219178082191789,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
MANHATTAN,2016,Union Square-Lower Manhattan,Ozone (O3),Mean,ppb,30,-1.6000000000000014,-0.050632911392405104,78,232,0,1,2.9743589743589745,NA,0.4444444444444444,3.5454545454545454,2.9743589743589745,NA,2
BROOKLYN,2016,Williamsburg - Bushwick,Ozone (O3),Mean,ppb,33,0,0,4,12,0,1,3,NA,-0.2,0.057971014492753624,3,NA,2
QUEENS,2016,Southwest Queens,Nitrogen dioxide (NO2),Mean,ppb,12.8,-12,-0.48387096774193544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
