Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,TOWN GLENVILLE TOWN HALL EV4,Glenville Municipal Center 18 Glenridge Rd,west side of building,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.867888,-73.928306,4/17/25,175723,4/17/25 1:22,,,,1/27/21,J1772
ELEC,St Tropez Building - Garage,340 E 64th St,,New York,NY,10065,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,10,,,EVOKE,https://evokesystems.com,GPS,40.763015,-73.960127,10/11/24,357008,2/12/25 0:16,P,,,12/19/21,J1772
ELEC,HARMONY MILLS 1 WEST 2 2.4,50 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.778393,-73.70271,4/17/25,149626,4/17/25 1:17,,,,11/28/19,J1772
ELEC,Rapidpark 920 Park Avenue - Tesla Destination,920 Park Ave,,New York,NY,10025,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.776574,-73.96047,7/1/24,115195,2/12/25 0:16,P,,,8/23/17,J1772 TESLA
ELEC,SRYMCASSB MALTA 1.4,8-10 Medical Park Dr,Rear parking lot of malta YMCA,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.975723,-73.80608,4/17/25,182288,4/17/25 1:31,,,,1/27/21,J1772
ELEC,Standard Parking 151 W 17th Street - Tesla Destination,151 W 17th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.740243,-73.997591,7/1/24,115021,2/12/25 0:16,P,,,7/11/17,J1772 TESLA
ELEC,PICOTTE 1450 WESTERN 1.,1450 western ave,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.680122,-73.838684,4/17/25,175372,4/17/25 1:22,,,,1/27/21,J1772
ELEC,1223 NY-300 (US-HAE-P7H-2A),1223 NY-300,,Newburgh,NY,12550,,866-576-1495,E,,Public,24 hours daily; for Rivian use only,A ACCOUNT_BALANCE D M V,,,1,,RIVIAN_ADVENTURE,https://rivian.com/experience/charging,GPS,41.50104,-74.07248,4/17/25,330361,4/17/25 3:26,,,,3/13/24,J1772COMBO
ELEC,Holiday Inn Express Canandaigua - Finger Lakes - Tesla Destination,330 Eastern Blvd,,Canandaigua,NY,14424,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.878978,-77.25305,7/1/24,114920,2/12/25 0:16,P,,,12/7/17,J1772 TESLA
ELEC,Burdick Nissan,5885 E Circle Dr,,Cicero,NY,13039,,315-458-8915,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.147147,-76.114274,2/12/24,44331,2/12/25 0:16,P,,,11/30/11,J1772
ELEC,SRE Tarrytown,511 Benedict Ave,,tarrytown,NY,10591,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,10,,,Non-Networked,,200-8,41.06602,-73.83646,5/9/24,334194,2/12/25 0:16,P,,,8/29/23,J1772
ELEC,James Mitsubishi of Greece,3800 West Ridge Road,,Greece,NY,14626,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,https://blinkcharging.com,GPS,43.21451,-77.728461,4/17/25,253295,4/17/25 0:13,,,,2/3/23,J1772
ELEC,BELL SLIP BELL SLIP,575 Fuhrmann Boulevard,Bell slip restroom,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.861438,-78.876215,4/17/25,357505,4/17/25 2:30,,,,10/4/24,J1772
ELEC,Lucas Ford,3245 Hortons Ln,,Southold,NY,11971,,1-888-717-4544,E,,Public,24 hours daily,,,6,6,,CHARGESMART_EV,https://chargesmartev.com,GPS,41.070513,-72.437017,4/17/25,352704,4/17/25 4:15,,,,8/15/24,J1772 J1772COMBO
ELEC,The Lofts at Saratoga Bldg 7,701 North Ave,,Ballston Spa,NY,12020,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,2,,,Non-Networked,,200-8,42.98425,-73.86233,5/9/24,334260,2/12/25 0:16,P,,,4/4/23,J1772
ELEC,Stop and Shop 508 - Glendale Myrtle Ave,64-66 Myrtle Avenue,,Queens,NY,11385,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.701771,-73.890858,4/17/25,372715,4/17/25 3:01,,,,12/10/24,J1772
ELEC,Starbucks - Tesla Supercharger,145-147 Clinton Ave,,Cortland,NY,13045,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.605846,-76.168075,7/1/24,349541,2/12/25 0:16,P,,,6/27/24,J1772COMBO TESLA
ELEC,CDJR OF UTICA PL1,5017 Commercial Drive,,Yorkville,NY,13495,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.1067,-75.29677,4/17/25,355532,4/17/25 2:29,,,,9/12/24,J1772COMBO
ELEC,GGMC Parking Seven Eleven (Located at 217 E 44th St) - Tesla Destination,217 E 44th St,,New York,NY,10017,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751867,-73.972873,7/1/24,115053,2/12/25 0:16,P,,,9/25/15,J1772 TESLA
ELEC,COMPETITION BMW DCWB 1,601 Middle Country Rd,,Saint James,NY,11780,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.860968,-73.158119,4/17/25,306300,4/17/25 2:11,,,,8/3/23,J1772COMBO
ELEC,MONROE COUNTY CITYPL E1,121 Fitzhugh St N CityPlace Mapco Parking Lot,MAPCO Parking Lot on west side of N Fitzhugh St in the southwest area of the Lot,Rochester,NY,14614,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.15593,-77.615133,4/17/25,259345,4/17/25 2:07,,,,4/14/23,J1772
ELEC,HARBOR HOUSE HOC 9,3 Davenport Ave,Spots 27 and 28,New Rochelle,NY,10805,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.905842,-73.773474,4/17/25,303841,4/17/25 2:11,,,,8/1/23,J1772
ELEC,Marbletown Community Center,3562 Main St,Located in the parking lot,Stone Ridge,NY,12484,,,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,41.852574,-74.139946,1/13/25,86200,2/12/25 0:16,LG,,,7/1/17,J1772
ELEC,Glenwood Grand Tier Parking - Tesla Destination,1930 Broadway,,New York,NY,10023,,877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.772574,-73.981951,7/1/24,115036,2/12/25 0:16,P,,,4/3/17,TESLA
ELEC,Town of Middletown,43510 State HWY 28,,Arkville,NY,12406,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,42.147437,-74.614917,4/17/25,123110,4/17/25 3:18,,,,4/1/19,J1772
ELEC,NYC FLEET DPRWFMARNA_3_L3,109-5 Marina Rd,,Queens,NY,11368,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.760345,-73.85537,4/17/25,316712,4/17/25 2:15,,,,11/4/23,CHADEMO J1772COMBO
ELEC,Enterprise 61 - Garage,167 E 61st St,,New York,NY,10021,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4,,,EVOKE,https://evokesystems.com,GPS,40.763211,-73.965752,10/11/24,356941,2/12/25 0:16,P,,,4/19/22,J1772
ELEC,New York Hemp Oil,37 Huntington St.,,Cortland,NY,13045,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.593,-76.17603,4/17/25,347197,4/17/25 4:13,,,,5/31/24,J1772
ELEC,BURNS MGT HV 2,102 Bleeker Rd,,Guilderland,NY,12084,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.690952,-73.887541,4/17/25,120826,4/17/25 1:10,,,,3/13/19,J1772
ELEC,CORP COMM 3 STATION 9 CC3,Teleport Dr/Corp Commons Bldg,"Parking garage, 2nd Floor",Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.604082,-74.179499,4/17/25,252140,4/17/25 1:29,,,,1/26/23,J1772
ELEC,112 H FST CGR FRONT,2114 New York 112,front,Medford,NY,11763,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.811766,-73.002128,4/17/25,387055,4/17/25 2:36,,,,2/28/25,CHADEMO J1772COMBO
ELEC,Fairfield Inn & Suites Rochester West/Greece,400 Paddy Creek Circle,,Rochester,NY,14615,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.204715,-77.67535,4/17/25,372040,4/17/25 4:16,,,,11/27/24,J1772
ELEC,Jericho Turnpike Shopping Center - Tesla Supercharger,271 Jericho Turnpike,,Syosset,NY,11791,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.811177,-73.506461,7/1/24,227704,2/12/25 0:16,P,,,9/12/22,TESLA
ELEC,MONROE COUNTY DURAND E1,1200 Kings Hwy N Durand Eastman Golf - Club H,Parking Lot West End at Durand Eastman Golf Course Club House,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.233265,-77.56911,4/17/25,261522,4/17/25 2:08,,,,5/27/23,J1772
ELEC,Quik Park Broadway Garage LLC - Tesla Destination,225-251 W 56th St,,New York,NY,10019,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.765844,-73.982481,7/1/24,115059,2/12/25 0:16,P,,,5/21/15,J1772 TESLA
ELEC,ALDI SWN 143-1,215 Carleton Avenue,,Central Islip,NY,11722,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.769759,-73.198869,4/17/25,367630,4/17/25 2:31,,,,11/7/24,J1772
ELEC,AAA WESTCENTRAL AAA L2 3,100 International Drive,Along Sheridan Dr. street side of building,Amherst,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.978246,-78.730189,4/17/25,261206,4/17/25 2:07,,,,5/23/23,J1772
ELEC,BANKLOFTS STATION 4,118 West Main Street,,Richfield Springs,NY,13439,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.853263,-74.987605,4/17/25,371932,4/17/25 2:32,,,,11/26/24,J1772
ELEC,2112-2124 NY 7 EV1,2117 NY-7 2114 New York 7,Main Parking Lot EV 1,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.807076,-73.545144,4/17/25,190056,4/17/25 1:35,,,,5/25/21,J1772
ELEC,Enterprise 309 Gold Street - Tesla Destination,309 Gold St,,Brooklyn,NY,11201,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.694841,-73.982849,7/1/24,114897,2/12/25 0:16,P,,,2/9/17,J1772 TESLA
ELEC,Bradley Pl Apts - Parking Lot,56 Davis St,,Phoenix,NY,13135,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,2,,,EVOKE,https://evokesystems.com,GPS,43.2348,-76.3005,10/11/24,357063,2/12/25 0:16,P,,,11/15/21,J1772
ELEC,FMCC FMCC 2,2805 NY-67,Parking Lot 3 - Allen House and Student Welcome Center,Johnstown,NY,12095,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.982567,-74.29434,4/17/25,147461,4/17/25 1:17,,,,11/2/19,J1772
ELEC,Ulster County DSS Office,1 Development Court,,Kingston,NY,12401,,1-833-611-5965,E,,Public,24 hours daily,,,14,,,VIALYNK,https://www.lynkwell.com,GPS,41.94824,-73.99625,4/17/25,334525,4/17/25 4:12,,,,5/2/24,J1772
ELEC,BEST WESTERN PL BEST 1.2,6605 Old Collamer Rd S,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.09044,-76.08663,4/17/25,181850,4/17/25 1:29,,,,1/27/21,J1772
ELEC,ESF BRAY WALTERS 3,1 Forestry Drive Campus Drive,Bray-Walters P1,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.034968,-76.13403,4/17/25,207788,4/17/25 1:37,,,,3/9/22,J1772
ELEC,MINNEWASKA EV 2,5281 US-44,,Kerhonkson,NY,12446,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.730062,-74.234947,4/17/25,171409,4/17/25 1:28,,,,1/21/21,J1772
ELEC,Beacon - Metro North Train Station,1 Ferry Plaza and Beekman Street,,Beacon,NY,12508,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,https://www.evconnect.com,GPS,41.505108,-73.982752,4/17/25,65284,4/17/25 3:18,,,,4/1/18,J1772
ELEC,Stop and Shop 2590,460 Franklin Ave,,Franklin Square,NY,11010,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.695003,-73.683338,4/17/25,200618,4/17/25 2:57,,,,11/1/21,J1772
ELEC,VASSAR COLLEGE BARTLETT CNTR 4,Raymond Avenue,Vassar College North Parking Lot,Vassar College,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.690689,-73.897138,4/17/25,388279,4/17/25 2:37,,,,3/22/25,J1772
ELEC,HVCC Garage Ground,80 Vandenburgh Ave,,Troy,NY,12180,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.69486,-73.68583,4/17/25,334523,4/17/25 4:12,,,,5/2/24,J1772
ELEC,TOWN OF CHESTER SUGARLOAFPACEV1,231 Creamery Pond Rd,,Chester,NY,10918,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.316238,-74.289177,4/17/25,253844,4/17/25 1:58,,,,2/10/23,J1772
ELEC,CITY HALL 12534 CITY HALL 3,542 Warren St,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.249016,-73.78465,4/17/25,149513,4/17/25 1:18,,,,11/26/19,J1772
ELEC,BORO PARK BORO CHARGE 1,4915 10th Ave,,Borough Park,NY,11219,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.638583,-73.998687,4/17/25,206908,4/17/25 1:46,,,,2/23/22,J1772
ELEC,WHB LANDINGS STATION 4,3046 Mitchell Rd,parking lot 4,Westhampton Beach,NY,11978,,888-758-4389,E,,Public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 5:00pm; Sat 8:00am - 5:00pm; Sun 8:00am - 5:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.806446,-72.642414,4/17/25,241249,4/17/25 1:53,,,,1/6/23,J1772
ELEC,191 East 71st Street,191 E 71st Street,,New York,NY,10021,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,40.76945,-73.96154,4/17/25,223300,4/17/25 4:11,,,,6/23/22,J1772
ELEC,Dime,260 S 4th St,,Brooklyn,NY,11211,,,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,15,,REVEL,https://gorevel.com,200-8,40.70983,-73.95767,9/14/23,307032,1/31/24 22:07,P,,,5/1/23,J1772COMBO TESLA
ELEC,Essex County - Courthouse,7553 Court St,,Elizabethtown,NY,12932,,518-873-3320,E,,Public,24 hours Daily,,,2,,,Non-Networked,,200-8,44.214426,-73.594677,3/8/23,142583,1/31/24 22:07,LG,,,6/1/19,J1772
ELEC,Home2 Suites by Hilton Oswego,252 New York 104,,Oswego,NY,13126,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.45969,-76.482199,4/17/25,389030,4/17/25 4:16,,,,4/1/25,J1772
ELEC,Parker Towers 20 - Garage 20,104-20 Queens Blvd,,Forest Hills,NY,11375,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,10,,,EVOKE,https://evokesystems.com,GPS,40.7238,-73.85,10/11/24,356884,2/12/25 0:16,P,,,11/20/21,J1772
ELEC,Comfort Inn & Suites Milford Cooperstown,4470 NY-28,,Milford,NY,13807,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.633245,-74.963583,4/17/25,378092,4/17/25 4:16,,,,2/6/25,J1772
ELEC,GreenSpark Solar,317 NY-104,,Ontario,NY,14519,,585-265-2384,E,,Public - Credit card at all times,24 hours daily; priority access given to employees,A D Debit M V,,6,,,Non-Networked,,GPS,43.226726,-77.363446,4/14/24,226513,2/12/25 0:16,P,,,8/25/22,J1772
ELEC,JCC of Schenectady,2565 Balltown Rd,,Schenectady,NY,12309,,1-888-717-4544,E,,Public,24 hours daily,,,6,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.831507,-73.893241,4/17/25,333723,4/17/25 4:15,,,,11/22/22,J1772
ELEC,BLENCOE CHARGEPOINT PED,529 US-20,Outside Lot,Sharon Springs,NY,13459,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.789908,-74.622704,4/17/25,300243,4/17/25 2:08,,,,6/29/23,J1772
ELEC,Deer Valley Building 3,11 Farnsworth Dr.,,Guilderland,NY,12084,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.67788,-73.86814,4/17/25,223276,4/17/25 4:11,,,,4/11/22,J1772
ELEC,TDC Building 3,14 Area Development Drive,,Plattsburgh,NY,12901,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,44.69108,-73.51087,4/17/25,324869,4/17/25 4:12,,,,11/9/23,J1772
ELEC,Holiday Inn Express Ithaca,371 Elmira Rd,,Ithaca,NY,14850,,949-945-2000,E,,Public,24 hours daily,,,4,8,,EVGATEWAY,https://evgateway.com,GPS,42.421251,-76.517611,4/17/25,333805,4/17/25 4:21,,,,12/22/23,J1772 J1772COMBO
ELEC,SHINEMAN SOUTH LEE HALL 1,7060 NY 104,West Parking area,Oswego,NY,13126,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.454218,-76.540843,4/17/25,350574,4/17/25 2:26,,,,7/16/24,J1772
ELEC,Swtch Energy,300 McCauley Mtn Rd,,Old Forge,NY,13420,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com,GPS,43.698227,-74.963509,11/9/23,313640,1/31/24 22:07,P,,,9/20/22,J1772
ELEC,351 Southern Blvd,351 Southern Blvd,These stations are located behind Sonic,Albany,NY,12209,,1-833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,42.63002,-73.77499,4/17/25,334468,4/17/25 4:12,,,,5/2/24,J1772
ELEC,LIVEWELL GROUP 101 BAXTER CT,101 Baxter Ct,Bldg 100-106,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.60808,-73.84867,4/17/25,165398,4/17/25 1:25,,,,8/22/20,J1772
ELEC,SKICENTER EVSE1,1562 Osceola Rd,front parking lot of osceola ski resort,Camden,NY,13316,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.50487,-75.70037,4/17/25,197865,4/17/25 1:38,,,,10/17/21,J1772
ELEC,REGENERON 17-J-G3-03,Tempel Ln,,East Greenbush,NY,12061,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.637238,-73.711402,4/17/25,347262,4/17/25 2:24,,,,6/1/24,J1772
ELEC,The Reserve at Glenville,100 Reserve Court,In front of Building 9,Glenville,NY,12302,,1-833-611-5965,E,,Public,24 hours daily,,,10,,,VIALYNK,https://www.lynkwell.com,GPS,42.83321,-73.93816,4/17/25,324800,4/17/25 4:11,,,,9/27/23,J1772
ELEC,BMW Southampton,759 County Rd 39A,,Southampton,NY,11968,,1-888-717-4544,E,,Public,24 hours daily,,,2,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,40.898849,-72.372964,4/17/25,350796,4/17/25 4:16,,,,7/19/24,J1772 J1772COMBO
ELEC,430809  Avalon Riverview North,4-75 48th Avenue,,Long Island City,NY,11109,,888-998-2546,E,,Public,24 hours daily,,,5,,,Blink Network,https://blinkcharging.com,GPS,40.744963,-73.956884,4/17/25,309419,4/17/25 0:08,,,,4/17/19,J1772
ELEC,HEATHERWOOD PATCHOGUE,99 Waverly Ave,,Patchogue,NY,11772,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.768195,-73.02437,4/17/25,191588,4/17/25 1:36,,,,6/29/21,J1772
ELEC,RTS ROCH TECH PK1,Rochester Tech Park Building 1 777 Elmgrove R,,Rochester,NY,14624,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.153015,-77.734535,4/17/25,180844,4/17/25 1:25,,,,1/27/21,J1772
ELEC,West Point Motor Pool,1940 Furance Road - Administrative Building,,West Point,NY,10996,,888-998-2546,E,,Public,24 hours daily,,,6,,,Blink Network,https://blinkcharging.com,GPS,41.353157,-74.043969,4/17/25,309306,4/17/25 0:27,,,,11/16/22,J1772
ELEC,Schoolhouse Pediatrics,270 Mansion St,,Coxsackie,NY,12051,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.36164,-73.82053,4/17/25,252732,4/17/25 4:11,,,,1/12/23,J1772
ELEC,RRH ST MARYS 3,89 Genesee St,2nd floor south side of parking garage,Rochester,NY,14611,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.149392,-77.636784,4/17/25,174451,4/17/25 1:14,,,,1/27/21,J1772
ELEC,Park Ford of Mahopac,276 US 6,,Mahopac,NY,10541,,1-888-717-4544,E,,Public,Mon 5:00am - 12:00am; Tue 5:00am - 12:00am; Wed 5:00am - 12:00am; Thu 5:00am - 12:00am; Fri 5:00am - 12:00am; Sat 5:00am - 12:00am,,,,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,41.354085,-73.748188,4/17/25,348208,4/17/25 4:16,,,,6/20/24,J1772COMBO
ELEC,BELMONTEASTVIEW BUILDING 2,201 Bishop McGann Dr,,Central Islip,NY,11722,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.77861,-73.199615,4/17/25,310927,4/17/25 2:10,,,,9/19/23,J1772
ELEC,Town of Keene - Town Hall,1300 Hurricane Rd,,Keene,NY,12942,,518-576-4444,E,,Public,24 hours daily,,,1,,,Non-Networked,,200-9,44.254853,-73.789435,3/14/24,153284,2/12/25 0:16,LG,,,6/24/19,J1772
ELEC,MARKET 32 EV BARNEY RD EV5,1 Barney Rd,"To the left of building, poolside",Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.845347,-73.807945,4/17/25,308532,4/17/25 1:21,,,,9/6/23,J1772
ELEC,Icon Parking 330 E 39th Street - Tesla Destination,330 E 39th St,,New York,NY,10016,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.746851,-73.972901,7/1/24,115098,2/12/25 0:16,P,,,4/30/16,J1772 TESLA
ELEC,Town of Massena Library,41 Glenn St,,Massena,NY,13662,,315-769-3588 Ext 2,E,,Public - Credit card at all times,24 hours daily,CREDIT Debit,,2,,,AMPUP,https://ampup.io,200-8,44.93111,-74.89099,12/13/23,262219,1/31/24 22:07,LG,,,4/3/23,J1772
ELEC,MARKETPLACE SOUTH STATION,1100 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.0817,-77.637864,4/17/25,349014,4/17/25 2:25,,,,6/22/24,J1772
ELEC,G & M REALTY 2 STATION 4,22-44 Jackson Ave,Parking Garage,LIC,NY,11101,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.745344,-73.94618,4/17/25,223835,4/17/25 1:53,,,,7/21/22,J1772
ELEC,Quail Run Garage - Garage,63 Quail Run Dr,,Deer Park,NY,11729,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,8,,,EVOKE,https://evokesystems.com,GPS,40.759039,-73.311639,10/11/24,357080,2/12/25 0:16,P,,,1/18/23,J1772
ELEC,NYC FLEET DPRROCKAWAY30B,1-09 Beach 30th St,,Queens,NY,11691,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.592562,-73.762059,4/17/25,277635,4/17/25 1:12,,,,6/22/23,J1772
ELEC,Meadowbrook Apartments East,26 Meadowbrook Dr.,,Slingerlands,NY,12159,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.65131,-73.85003,4/17/25,225115,4/17/25 4:12,,,,7/14/22,J1772
